title,title_detail,summary,summary_detail,links,link,id,guidislink,authors,author,author_detail,published,published_parsed,media_content,Name,Section,Language,Twitter_URL,FB_URL,Fetched_At
"‘The violence, to me, seemed scripted against Dalits,’ says Ajaz Ashraf, author of Bhima Koregaon","{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '‘The violence, to me, seemed scripted against Dalits,’ says Ajaz Ashraf, author of Bhima Koregaon'}","<div><img src=""https://th-i.thgim.com/public/incoming/6r6yc4/article68542225.ece/alternates/LANDSCAPE_1200/Ajaz%20-%20image.jpg"" style=""width: 100%;"" /><div>Different castes remember the violence at Bhima Koregaon on January 1, 2018, and the reasons for it differently</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://th-i.thgim.com/public/incoming/6r6yc4/article68542225.ece/alternates/LANDSCAPE_1200/Ajaz%20-%20image.jpg"" style=""width: 100%;"" /><div>Different castes remember the violence at Bhima Koregaon on January 1, 2018, and the reasons for it differently</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.thehindu.com/opinion/interview/caste-violence-bhima-koregaon-dalits-discrimination-religion-people-india/article68542198.ece'}]",https://www.thehindu.com/opinion/interview/caste-violence-bhima-koregaon-dalits-discrimination-religion-people-india/article68542198.ece,c17a870543d166b1a579f31be77b08e5,False,[{'name': 'The Hindu'}],The Hindu,{'name': 'The Hindu'},"Fri, 23 Aug 2024 03:33:00 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=23, tm_hour=3, tm_min=33, tm_sec=0, tm_wday=4, tm_yday=236, tm_isdst=0)","[{'medium': 'image', 'url': 'https://th-i.thgim.com/public/incoming/6r6yc4/article68542225.ece/alternates/LANDSCAPE_1200/Ajaz%20-%20image.jpg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Property of prime accused in Bihar Dalit girl's murder attached,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': ""Property of prime accused in Bihar Dalit girl's murder attached""}","<div><img src=""https://th-i.thgim.com/public/incoming/nesd3f/article68536224.ece/alternates/LANDSCAPE_1200/AFP_36EA3BH.jpg"" style=""width: 100%;"" /><div>Bihar Police attach property of accused in murder of Dalit minor girl</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://th-i.thgim.com/public/incoming/nesd3f/article68536224.ece/alternates/LANDSCAPE_1200/AFP_36EA3BH.jpg"" style=""width: 100%;"" /><div>Bihar Police attach property of accused in murder of Dalit minor girl</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.thehindu.com/news/national/bihar/property-of-prime-accused-in-bihar-dalit-girls-murder-attached/article68536143.ece'}]",https://www.thehindu.com/news/national/bihar/property-of-prime-accused-in-bihar-dalit-girls-murder-attached/article68536143.ece,7394dd984fabd1d418656e0ea0b52b56,False,[{'name': 'The Hindu'}],The Hindu,{'name': 'The Hindu'},"Sat, 17 Aug 2024 11:17:34 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=17, tm_hour=11, tm_min=17, tm_sec=34, tm_wday=5, tm_yday=230, tm_isdst=0)","[{'medium': 'image', 'url': 'https://th-i.thgim.com/public/incoming/nesd3f/article68536224.ece/alternates/LANDSCAPE_1200/AFP_36EA3BH.jpg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
"Upper caste farmer, son ‘thrash’ Dalit woman in Uttar Pradesh, booked","{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Upper caste farmer, son ‘thrash’ Dalit woman in Uttar Pradesh, booked'}","<div><img src=""https://images.indianexpress.com/2024/08/banner-new-3.jpg"" style=""width: 100%;"" /><div>Victim’s husband alleges that he had to make rounds of the police station in the Banda district for several days to get the case registered</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://images.indianexpress.com/2024/08/banner-new-3.jpg"" style=""width: 100%;"" /><div>Victim’s husband alleges that he had to make rounds of the police station in the Banda district for several days to get the case registered</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://indianexpress.com/article/cities/lucknow/uttar-pradesh-upper-caste-farmer-thrash-dalit-woman-booked-9509494/'}]",https://indianexpress.com/article/cities/lucknow/uttar-pradesh-upper-caste-farmer-thrash-dalit-woman-booked-9509494/,a8691d9f764fc0912b974b3f995cc5cf,False,[{'name': 'Manish Sahu'}],Manish Sahu,{'name': 'Manish Sahu'},"Mon, 12 Aug 2024 09:46:42 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=12, tm_hour=9, tm_min=46, tm_sec=42, tm_wday=0, tm_yday=225, tm_isdst=0)","[{'medium': 'image', 'url': 'https://images.indianexpress.com/2024/08/banner-new-3.jpg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Dalit’s hand severed following argument near Bengaluru,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Dalit’s hand severed following argument near Bengaluru'}","<div><img src=""https://th-i.thgim.com/public/incoming/cpqzrd/article68436650.ece/alternates/LANDSCAPE_1200/Kanakapura_City_03.jpg"" style=""width: 100%;"" /><div>The police deployed additional forces to prevent any further violence. Senior police officials visited the hospital and spoke to the victims.</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://th-i.thgim.com/public/incoming/cpqzrd/article68436650.ece/alternates/LANDSCAPE_1200/Kanakapura_City_03.jpg"" style=""width: 100%;"" /><div>The police deployed additional forces to prevent any further violence. Senior police officials visited the hospital and spoke to the victims.</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.thehindu.com/news/cities/bangalore/dalits-hand-severed-following-an-argument-in-kanakapura-near-bengaluru/article68436168.ece'}]",https://www.thehindu.com/news/cities/bangalore/dalits-hand-severed-following-an-argument-in-kanakapura-near-bengaluru/article68436168.ece,7109f77d4300bad54f3fcf1786973024,False,[{'name': 'The Hindu'}],The Hindu,{'name': 'The Hindu'},"Tue, 23 Jul 2024 11:09:04 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=23, tm_hour=11, tm_min=9, tm_sec=4, tm_wday=1, tm_yday=205, tm_isdst=0)","[{'medium': 'image', 'url': 'https://th-i.thgim.com/public/incoming/cpqzrd/article68436650.ece/alternates/LANDSCAPE_1200/Kanakapura_City_03.jpg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
"12 years on, Dalit Survivors of Andhra Pradesh's Laxmipeta Massacre Await Justice","{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': ""12 years on, Dalit Survivors of Andhra Pradesh's Laxmipeta Massacre Await Justice""}","<div><img src=""https://mcmscache.epapr.in/post_images/website_350/post_42888375/full.png"" style=""width: 100%;"" /><div>The bloody incident claimed the lives of five Dalit men and left over 40 people severely injured. The scale of violence unleashed in Laxmipeta was on par with Karamchedu (1985) and Tsunduru (1991) caste atrocities, which rocked the then undivided Andhra Pradesh.</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://mcmscache.epapr.in/post_images/website_350/post_42888375/full.png"" style=""width: 100%;"" /><div>The bloody incident claimed the lives of five Dalit men and left over 40 people severely injured. The scale of violence unleashed in Laxmipeta was on par with Karamchedu (1985) and Tsunduru (1991) caste atrocities, which rocked the then undivided Andhra Pradesh.</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://m.thewire.in/article/caste/12-years-on-dalit-survivors-of-andhra-pradeshs-laxmipeta-massacre-await-justice'}]",https://m.thewire.in/article/caste/12-years-on-dalit-survivors-of-andhra-pradeshs-laxmipeta-massacre-await-justice,4392afb34e31983cf251fa68191e0233,False,[{'name': 'Suman Damera'}],Suman Damera,{'name': 'Suman Damera'},"Thu, 13 Jun 2024 14:26:52 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=13, tm_hour=14, tm_min=26, tm_sec=52, tm_wday=3, tm_yday=165, tm_isdst=0)","[{'medium': 'image', 'url': 'https://mcmscache.epapr.in/post_images/website_350/post_42888375/full.png'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Atrocities against Dalits: Rising violence against marginalised community ignored,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Atrocities against Dalits: Rising violence against marginalised community ignored'}","<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/06/Dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Sabrang India and CJP is tracking hate against Dalits and other communities taking place in the country. The following incidents pertaining to violence against Dalits have been compiled from June 1st to June 12th.  Mainpuri, Uttar Pradesh A Dalit youth in Mainpuri, while working on his own land, was attacked by a group of men.…</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/06/Dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Sabrang India and CJP is tracking hate against Dalits and other communities taking place in the country. The following incidents pertaining to violence against Dalits have been compiled from June 1st to June 12th.\xa0 Mainpuri, Uttar Pradesh A Dalit youth in Mainpuri, while working on his own land, was attacked by a group of men.…</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://cjp.org.in/atrocities-against-dalits-rising-violence-against-marginalised-community-ignored/'}]",https://cjp.org.in/atrocities-against-dalits-rising-violence-against-marginalised-community-ignored/,f6a88388863e14aeb5ede8fef6c76080,False,[{'name': 'zahid maniyar'}],zahid maniyar,{'name': 'zahid maniyar'},"Wed, 12 Jun 2024 13:44:13 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=12, tm_hour=13, tm_min=44, tm_sec=13, tm_wday=2, tm_yday=164, tm_isdst=0)","[{'medium': 'image', 'url': 'https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/06/Dalit.jpg?fit=1200%2C628&ssl=1'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
"Elderly Dalit couple ‘tied to pole, beaten, garlanded with shoes’ in Madhya Pradesh village","{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Elderly Dalit couple ‘tied to pole, beaten, garlanded with shoes’ in Madhya Pradesh village'}","<div><img src=""https://images.indianexpress.com/2024/05/banner-new-3.jpg"" style=""width: 100%;"" /><div>Sub-divisional police officer (Mungaoli) Sanam B Khan told The Indian Express, “The couple’s son was involved in a molestation incident a few months ago and a case was registered against him. The woman’s family members were angry over the incident and assaulted the couple.""</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://images.indianexpress.com/2024/05/banner-new-3.jpg"" style=""width: 100%;"" /><div>Sub-divisional police officer (Mungaoli) Sanam B Khan told The Indian Express, “The couple’s son was involved in a molestation incident a few months ago and a case was registered against him. The woman’s family members were angry over the incident and assaulted the couple.""</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://indianexpress.com/article/india/madhya-pradesh-elderly-dalit-couple-beaten-garlanded-shoes-9339043/'}]",https://indianexpress.com/article/india/madhya-pradesh-elderly-dalit-couple-beaten-garlanded-shoes-9339043/,b7c4de84c4d528336d894bef3e9d2340,False,[{'name': 'Anand Mohan J'}],Anand Mohan J,{'name': 'Anand Mohan J'},"Sun, 19 May 2024 14:22:53 GMT","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=19, tm_hour=14, tm_min=22, tm_sec=53, tm_wday=6, tm_yday=140, tm_isdst=0)","[{'medium': 'image', 'url': 'https://images.indianexpress.com/2024/05/banner-new-3.jpg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Dalits demand filing of appeal against Kumher massacre acquittal judgment,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Dalits demand filing of appeal against Kumher massacre acquittal judgment'}","<div><img src=""https://th-i.thgim.com/public/news/national/yq0qfp/article68122549.ece/alternates/LANDSCAPE_1200/image-17.jpeg"" style=""width: 100%;"" /><div>Dalit groups in Rajasthan demand appeal against acquittal of 41 persons in Kumher massacre of 1992.</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://th-i.thgim.com/public/news/national/yq0qfp/article68122549.ece/alternates/LANDSCAPE_1200/image-17.jpeg"" style=""width: 100%;"" /><div>Dalit groups in Rajasthan demand appeal against acquittal of 41 persons in Kumher massacre of 1992.</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.thehindu.com/news/national/rajasthan/dalits-demand-filing-of-appeal-against-kumher-massacre-acquittal-judgment/article68121875.ece'}]",https://www.thehindu.com/news/national/rajasthan/dalits-demand-filing-of-appeal-against-kumher-massacre-acquittal-judgment/article68121875.ece,2ddfb476848d06eea5177159ccd6e2b5,False,[{'name': 'The Hindu'}],The Hindu,{'name': 'The Hindu'},"Mon, 29 Apr 2024 18:23:00 GMT","time.struct_time(tm_year=2024, tm_mon=4, tm_mday=29, tm_hour=18, tm_min=23, tm_sec=0, tm_wday=0, tm_yday=120, tm_isdst=0)","[{'medium': 'image', 'url': 'https://th-i.thgim.com/public/news/national/yq0qfp/article68122549.ece/alternates/LANDSCAPE_1200/image-17.jpeg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Dalit Tragedies: The Hidden Horrors of Caste Violence,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Dalit Tragedies: The Hidden Horrors of Caste Violence'}","<div><img src=""https://img-cdn.thepublive.com/fit-in/1200x675/theprobe/media/media_files/aqPKC3wgCqePBXSltyje.jpg"" style=""width: 100%;"" /><div>This story explores the reality of Dalit atrocities, uncovering stories of discrimination, assault, and murder. As these incidents continue, the government, tasked with upholding the law, is evidently unresponsive. (Human Rights | Public Interest)</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://img-cdn.thepublive.com/fit-in/1200x675/theprobe/media/media_files/aqPKC3wgCqePBXSltyje.jpg"" style=""width: 100%;"" /><div>This story explores the reality of Dalit atrocities, uncovering stories of discrimination, assault, and murder. As these incidents continue, the government, tasked with upholding the law, is evidently unresponsive. (Human Rights | Public Interest)</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://theprobe.in/human-rights/dalit-tragedies-the-hidden-horrors-of-caste-violence-4522052'}]",https://theprobe.in/human-rights/dalit-tragedies-the-hidden-horrors-of-caste-violence-4522052,9cb1d384f919e8b43994f48f176f28e5,False,[{'name': 'Durgesh Kumar Jha'}],Durgesh Kumar Jha,{'name': 'Durgesh Kumar Jha'},"Sat, 27 Apr 2024 15:52:01 GMT","time.struct_time(tm_year=2024, tm_mon=4, tm_mday=27, tm_hour=15, tm_min=52, tm_sec=1, tm_wday=5, tm_yday=118, tm_isdst=0)","[{'medium': 'image', 'url': 'https://img-cdn.thepublive.com/fit-in/1200x675/theprobe/media/media_files/aqPKC3wgCqePBXSltyje.jpg'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Persisting Dalit violence casts shadow over India as polling starts,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Persisting Dalit violence casts shadow over India as polling starts'}","<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/04/Dalits.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>The following incidents occurred between March to April 24 across Rajasthan and Uttar Pradesh, two neighbouring states. One of these includes a brutal incident where a small child was beaten and abused for merely accidentally touching an upper caste man’s bucket while drinking water. Equally horrifying is an incident, where a magistrate allegedly tried to…</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/04/Dalits.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>The following incidents occurred between March to April 24 across Rajasthan and Uttar Pradesh, two neighbouring states. One of these includes a brutal incident where a small child was beaten and abused for merely accidentally touching an upper caste man’s bucket while drinking water. Equally horrifying is an incident, where a magistrate allegedly tried to…</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://cjp.org.in/persisting-dalit-violence-casts-shadow-over-india-as-polling-starts/'}]",https://cjp.org.in/persisting-dalit-violence-casts-shadow-over-india-as-polling-starts/,d49d753c65fc98d995c8569719deef03,False,[{'name': 'zahid maniyar'}],zahid maniyar,{'name': 'zahid maniyar'},"Wed, 24 Apr 2024 09:56:03 GMT","time.struct_time(tm_year=2024, tm_mon=4, tm_mday=24, tm_hour=9, tm_min=56, tm_sec=3, tm_wday=2, tm_yday=115, tm_isdst=0)","[{'medium': 'image', 'url': 'https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/04/Dalits.jpg?fit=1200%2C628&ssl=1'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
TN: Caste violence makes this village’s Dalit residents demand separate polling booth,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'TN: Caste violence makes this village’s Dalit residents demand separate polling booth'}","<div><img src=""https://media.assettype.com/thenewsminute%2F2024-04%2F119d0947-f4e0-4934-bd7e-b2c226998b8a%2FScreenshot_20240405_183024_Gallery.jpg?w=1200&amp;ar=40%3A21&amp;auto=format%2Ccompress&amp;ogImage=true&amp;mode=crop&amp;enlarge=true&amp;overlay=false&amp;overlay_position=bottom&amp;overlay_width=100"" style=""width: 100%;"" /><div>Around 500 Dalit residents living in Melpathi village in Tamil Nadu’s Villupuram district have demanded a separate polling booth saying that they were scared to</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://media.assettype.com/thenewsminute%2F2024-04%2F119d0947-f4e0-4934-bd7e-b2c226998b8a%2FScreenshot_20240405_183024_Gallery.jpg?w=1200&amp;ar=40%3A21&amp;auto=format%2Ccompress&amp;ogImage=true&amp;mode=crop&amp;enlarge=true&amp;overlay=false&amp;overlay_position=bottom&amp;overlay_width=100"" style=""width: 100%;"" /><div>Around 500 Dalit residents living in Melpathi village in Tamil Nadu’s Villupuram district have demanded a separate polling booth saying that they were scared to</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.thenewsminute.com/tamil-nadu/tn-caste-violence-makes-this-villages-dalit-residents-demand-separate-polling-booth'}]",https://www.thenewsminute.com/tamil-nadu/tn-caste-violence-makes-this-villages-dalit-residents-demand-separate-polling-booth,5ff7192648685c3a7ab607b8810a871e,False,"[{'name': 'Azeefa Fathima,Nandini Chandrashekar'}]","Azeefa Fathima,Nandini Chandrashekar","{'name': 'Azeefa Fathima,Nandini Chandrashekar'}","Fri, 05 Apr 2024 14:25:22 GMT","time.struct_time(tm_year=2024, tm_mon=4, tm_mday=5, tm_hour=14, tm_min=25, tm_sec=22, tm_wday=4, tm_yday=96, tm_isdst=0)","[{'medium': 'image', 'url': 'https://media.assettype.com/thenewsminute%2F2024-04%2F119d0947-f4e0-4934-bd7e-b2c226998b8a%2FScreenshot_20240405_183024_Gallery.jpg?w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop&enlarge=true&overlay=false&overlay_position=bottom&overlay_width=100'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
"Recent surge in anti-Dalit violence: Three attacks, two against minors, one against elderly woman","{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Recent surge in anti-Dalit violence: Three attacks, two against minors, one against elderly woman'}","<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/04/Dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Three concerning incidents of violence against Dalits have been reported in the past few days from the state of Uttar Pradesh, a state with a poor record of containing crimes against the marginalised. In two of these incidents, Dalit students were the victims while in the third incident, an elderly Dalit woman had to suffer…</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/04/Dalit.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Three concerning incidents of violence against Dalits have been reported in the past few days from the state of Uttar Pradesh, a state with a poor record of containing crimes against the marginalised. In two of these incidents, Dalit students were the victims while in the third incident, an elderly Dalit woman had to suffer…</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://cjp.org.in/recent-surge-in-anti-dalit-violence-three-attacks-two-against-minors-one-against-elderly-woman/'}]",https://cjp.org.in/recent-surge-in-anti-dalit-violence-three-attacks-two-against-minors-one-against-elderly-woman/,d862205d0f9ebbacff9b0dcaf33827f8,False,[{'name': 'zahid maniyar'}],zahid maniyar,{'name': 'zahid maniyar'},"Wed, 03 Apr 2024 14:01:19 GMT","time.struct_time(tm_year=2024, tm_mon=4, tm_mday=3, tm_hour=14, tm_min=1, tm_sec=19, tm_wday=2, tm_yday=94, tm_isdst=0)","[{'medium': 'image', 'url': 'https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/04/Dalit.jpg?fit=1200%2C628&ssl=1'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
January 2024: Harrowing incidents of violence against Dalit women,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'January 2024: Harrowing incidents of violence against Dalit women'}","<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/01/violence-against-Dalit-women-CJP-feature-image.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Statistics from National Crime Records Bureau (NCRB) reveal a disturbing surge of 45 percent in reported cases of rapes against Dalit women from 2015 to 2020. Furthermore, data reveals an alarming number of 10 incidents of rape against Dalit women and girls are reported daily in India. Thus, despite constitutional safeguards deep-rooted discrimination and violence…</div></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/01/violence-against-Dalit-women-CJP-feature-image.jpg?fit=1200%2C628&amp;ssl=1"" style=""width: 100%;"" /><div>Statistics from National Crime Records Bureau (NCRB) reveal a disturbing surge of 45 percent in reported cases of rapes against Dalit women from 2015 to 2020. Furthermore, data reveals an alarming number of 10 incidents of rape against Dalit women and girls are reported daily in India. Thus, despite constitutional safeguards deep-rooted discrimination and violence…</div></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://cjp.org.in/january-2024-harrowing-incidents-of-violence-against-dalit-women/'}]",https://cjp.org.in/january-2024-harrowing-incidents-of-violence-against-dalit-women/,1e549968c0c9f128de7fe90862f51a3b,False,[{'name': 'zahid maniyar'}],zahid maniyar,{'name': 'zahid maniyar'},"Tue, 23 Jan 2024 08:25:08 GMT","time.struct_time(tm_year=2024, tm_mon=1, tm_mday=23, tm_hour=8, tm_min=25, tm_sec=8, tm_wday=1, tm_yday=23, tm_isdst=0)","[{'medium': 'image', 'url': 'https://i0.wp.com/cjp.org.in/wp-content/uploads/2024/01/violence-against-Dalit-women-CJP-feature-image.jpg?fit=1200%2C628&ssl=1'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
Rising tide of atrocities against Dalits,"{'type': 'text/plain', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': 'Rising tide of atrocities against Dalits'}","<div><img src=""https://images.deccanherald.com/deccanherald%2F2024-01%2F8dc1f809-e7a3-4323-b70b-9bd77bf137ce%2Ffile6zjudue32nn1kyzf4oud.jpg?rect=0%2C45%2C1200%2C630&amp;w=1200&amp;ar=40%3A21&amp;auto=format%2Ccompress&amp;ogImage=true&amp;mode=crop"" style=""width: 100%;"" /></div>","{'type': 'text/html', 'language': None, 'base': 'https://rss.app/feeds/B2SZJnVStF6ULAjJ.xml', 'value': '<div><img src=""https://images.deccanherald.com/deccanherald%2F2024-01%2F8dc1f809-e7a3-4323-b70b-9bd77bf137ce%2Ffile6zjudue32nn1kyzf4oud.jpg?rect=0%2C45%2C1200%2C630&amp;w=1200&amp;ar=40%3A21&amp;auto=format%2Ccompress&amp;ogImage=true&amp;mode=crop"" style=""width: 100%;"" /></div>'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.deccanherald.com/opinion/rising-tide-of-atrocities-against-dalits-2850523'}]",https://www.deccanherald.com/opinion/rising-tide-of-atrocities-against-dalits-2850523,d2fe25d22b215889f2855a8e9d44893c,False,[{'name': 'Rehnamol Raveendran'}],Rehnamol Raveendran,{'name': 'Rehnamol Raveendran'},"Tue, 16 Jan 2024 05:56:27 GMT","time.struct_time(tm_year=2024, tm_mon=1, tm_mday=16, tm_hour=5, tm_min=56, tm_sec=27, tm_wday=1, tm_yday=16, tm_isdst=0)","[{'medium': 'image', 'url': 'https://images.deccanherald.com/deccanherald%2F2024-01%2F8dc1f809-e7a3-4323-b70b-9bd77bf137ce%2Ffile6zjudue32nn1kyzf4oud.jpg?rect=0%2C45%2C1200%2C630&w=1200&ar=40%3A21&auto=format%2Ccompress&ogImage=true&mode=crop'}]",Google News,Dalit Violence,,,,2024-10-04 11:12:56.298149
