title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,links_0_rel,links_0_type,links_0_href,links_1_type,links_1_length,links_1_href,links_1_rel,link,id,guidislink,published,published_parsed,authors_0_name,author,author_detail_name,Feed,FeedName,Section,Language,Twitter_URL,FB_URL,FetchTime
Man falls to death from building in Delhi’s Vasant Kunj,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Man falls to death from building in Delhi’s Vasant Kunj,"<a href=""https://timesofindia.indiatimes.com/city/delhi/man-falls-to-death-from-building-in-delhis-vasant-kunj/articleshow/113931278.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113931278.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>In the Vasant Kunj area of south Delhi, a man died after falling from a building, discovered by a sweeper in the parking area. Police identified head and hand injuries and matched clips on the body to a second-floor balcony. The deceased's body is at Safdarjung Hospital for a post-mortem.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/man-falls-to-death-from-building-in-delhis-vasant-kunj/articleshow/113931278.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113931278.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>In the Vasant Kunj area of south Delhi, a man died after falling from a building, discovered by a sweeper in the parking area. Police identified head and hand injuries and matched clips on the body to a second-floor balcony. The deceased's body is at Safdarjung Hospital for a post-mortem.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/man-falls-to-death-from-building-in-delhis-vasant-kunj/articleshow/113931278.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113931308,imgsize-498032.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/man-falls-to-death-from-building-in-delhis-vasant-kunj/articleshow/113931278.cms,https://timesofindia.indiatimes.com/city/delhi/man-falls-to-death-from-building-in-delhis-vasant-kunj/articleshow/113931278.cms,False,2024-10-04T12:48:13+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=7, tm_min=18, tm_sec=13, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
Tirupati laddu row: TDP hails Supreme Court decision on forming independent SIT,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Tirupati laddu row: TDP hails Supreme Court decision on forming independent SIT,"<a href=""https://timesofindia.indiatimes.com/city/delhi/tirupati-laddu-row-tdp-hails-supreme-court-decision-on-forming-independent-sit/articleshow/113930763.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113930763.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Supreme Court has mandated an independent SIT to investigate allegations of animal fat usage in Tirupati laddus, with members from CBI, Andhra Pradesh Police, and FSSAI. The TDP backs this probe, emphasizing the need to uphold the faith of millions of devotees.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/tirupati-laddu-row-tdp-hails-supreme-court-decision-on-forming-independent-sit/articleshow/113930763.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113930763.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Supreme Court has mandated an independent SIT to investigate allegations of animal fat usage in Tirupati laddus, with members from CBI, Andhra Pradesh Police, and FSSAI. The TDP backs this probe, emphasizing the need to uphold the faith of millions of devotees.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/tirupati-laddu-row-tdp-hails-supreme-court-decision-on-forming-independent-sit/articleshow/113930763.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113930823,imgsize-971971.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/tirupati-laddu-row-tdp-hails-supreme-court-decision-on-forming-independent-sit/articleshow/113930763.cms,https://timesofindia.indiatimes.com/city/delhi/tirupati-laddu-row-tdp-hails-supreme-court-decision-on-forming-independent-sit/articleshow/113930763.cms,False,2024-10-04T12:34:44+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=7, tm_min=4, tm_sec=44, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
Delhi youth duped of Rs 2.83 lakh in fake Saudi Arabia tour scam,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Delhi youth duped of Rs 2.83 lakh in fake Saudi Arabia tour scam,"<a href=""https://timesofindia.indiatimes.com/city/delhi/delhi-youth-duped-of-rs-2-83-lakh-in-fake-saudi-arabia-tour-scam/articleshow/113928349.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113928349.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 23-year-old Delhi man named Sadik Malik was cheated of Rs 2.83 lakh by two individuals who promised a tour to Saudi Arabia. They provided fake tickets and visas after Malik transferred Rs 2.40 lakh to them. Upon realizing the scam, he reported it to the cyber police, who are now investigating the case.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/delhi-youth-duped-of-rs-2-83-lakh-in-fake-saudi-arabia-tour-scam/articleshow/113928349.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113928349.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 23-year-old Delhi man named Sadik Malik was cheated of Rs 2.83 lakh by two individuals who promised a tour to Saudi Arabia. They provided fake tickets and visas after Malik transferred Rs 2.40 lakh to them. Upon realizing the scam, he reported it to the cyber police, who are now investigating the case.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/delhi-youth-duped-of-rs-2-83-lakh-in-fake-saudi-arabia-tour-scam/articleshow/113928349.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113928304,imgsize-34534.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/delhi-youth-duped-of-rs-2-83-lakh-in-fake-saudi-arabia-tour-scam/articleshow/113928349.cms,https://timesofindia.indiatimes.com/city/delhi/delhi-youth-duped-of-rs-2-83-lakh-in-fake-saudi-arabia-tour-scam/articleshow/113928349.cms,False,2024-10-04T11:15:02+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=5, tm_min=45, tm_sec=2, tm_wday=4, tm_yday=278, tm_isdst=0)",Abhay Singh,Abhay Singh,Abhay Singh,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
"Delhi AQI rises post-monsoon; average 166 AQI recorded, several areas breach 200 mark",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"Delhi AQI rises post-monsoon; average 166 AQI recorded, several areas breach 200 mark","<a href=""https://timesofindia.indiatimes.com/city/delhi/delhi-aqi-rises-post-monsoon-average-166-aqi-recorded-several-areas-breach-200-mark/articleshow/113925637.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113925637.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>As monsoon season ends, Delhi's air quality worsens with an average AQI of 166 over the last 24 hours, indicating unhealthy conditions. Nearby cities like Ghaziabad, Meerut, and Noida also face rising pollution. The Supreme Court demands action from Punjab and Haryana and criticizes the CAQM for inadequate implementation of its directions on air pollution.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/delhi-aqi-rises-post-monsoon-average-166-aqi-recorded-several-areas-breach-200-mark/articleshow/113925637.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113925637.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>As monsoon season ends, Delhi's air quality worsens with an average AQI of 166 over the last 24 hours, indicating unhealthy conditions. Nearby cities like Ghaziabad, Meerut, and Noida also face rising pollution. The Supreme Court demands action from Punjab and Haryana and criticizes the CAQM for inadequate implementation of its directions on air pollution.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/delhi-aqi-rises-post-monsoon-average-166-aqi-recorded-several-areas-breach-200-mark/articleshow/113925637.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113925682,imgsize-860346.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/delhi-aqi-rises-post-monsoon-average-166-aqi-recorded-several-areas-breach-200-mark/articleshow/113925637.cms,https://timesofindia.indiatimes.com/city/delhi/delhi-aqi-rises-post-monsoon-average-166-aqi-recorded-several-areas-breach-200-mark/articleshow/113925637.cms,False,2024-10-04T09:46:24+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=4, tm_min=16, tm_sec=24, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
24-year-old factory worker undergoes successful hand reimplantation at Delhi's Dr. RML Hospital,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,24-year-old factory worker undergoes successful hand reimplantation at Delhi's Dr. RML Hospital,"<a href=""https://timesofindia.indiatimes.com/city/delhi/24-year-old-factory-worker-undergoes-successful-hand-reimplantation-at-delhis-dr-rml-hospital/articleshow/113923111.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113923111.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 24-year-old factory worker had his severed hand successfully reimplanted at RML Hospital, New Delhi, after a nine-hour surgery. The collaborative effort of plastic and orthopaedic surgeons, along with anaesthesia and support staff, ensured the operation's success, emphasizing timely medical intervention in such emergencies.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/24-year-old-factory-worker-undergoes-successful-hand-reimplantation-at-delhis-dr-rml-hospital/articleshow/113923111.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113923111.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 24-year-old factory worker had his severed hand successfully reimplanted at RML Hospital, New Delhi, after a nine-hour surgery. The collaborative effort of plastic and orthopaedic surgeons, along with anaesthesia and support staff, ensured the operation's success, emphasizing timely medical intervention in such emergencies.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/24-year-old-factory-worker-undergoes-successful-hand-reimplantation-at-delhis-dr-rml-hospital/articleshow/113923111.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113923136,imgsize-946492.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/24-year-old-factory-worker-undergoes-successful-hand-reimplantation-at-delhis-dr-rml-hospital/articleshow/113923111.cms,https://timesofindia.indiatimes.com/city/delhi/24-year-old-factory-worker-undergoes-successful-hand-reimplantation-at-delhis-dr-rml-hospital/articleshow/113923111.cms,False,2024-10-04T08:21:37+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=2, tm_min=51, tm_sec=37, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
'You can marry our daughter if you kill doctor': Chilling details from Delhi's Nima Hospital murder,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,'You can marry our daughter if you kill doctor': Chilling details from Delhi's Nima Hospital murder,"<a href=""https://timesofindia.indiatimes.com/city/delhi/you-can-marry-our-daughter-if-you-kill-doctor-chilling-details-from-delhis-nima-hospital-murder/articleshow/113922737.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113922737.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 50-year-old Unani doctor, Javed Akhtar, was shot dead inside his cabin at Nima Hospital, South Delhi. Police detained a suspect who claimed he was hired by the husband of a nurse for the crime. The minor suspect's motives involved a promised marriage with the nurse's daughter. Investigation is ongoing.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/you-can-marry-our-daughter-if-you-kill-doctor-chilling-details-from-delhis-nima-hospital-murder/articleshow/113922737.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113922737.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 50-year-old Unani doctor, Javed Akhtar, was shot dead inside his cabin at Nima Hospital, South Delhi. Police detained a suspect who claimed he was hired by the husband of a nurse for the crime. The minor suspect's motives involved a promised marriage with the nurse's daughter. Investigation is ongoing.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/you-can-marry-our-daughter-if-you-kill-doctor-chilling-details-from-delhis-nima-hospital-murder/articleshow/113922737.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113922785,imgsize-48656.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/you-can-marry-our-daughter-if-you-kill-doctor-chilling-details-from-delhis-nima-hospital-murder/articleshow/113922737.cms,https://timesofindia.indiatimes.com/city/delhi/you-can-marry-our-daughter-if-you-kill-doctor-chilling-details-from-delhis-nima-hospital-murder/articleshow/113922737.cms,False,2024-10-04T07:51:42+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=2, tm_min=21, tm_sec=42, tm_wday=4, tm_yday=278, tm_isdst=0)",Abhay Singh,Abhay Singh,Abhay Singh,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
Stampede-like situation at Delhi's Kalkaji temple after teen dies of electrocution,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Stampede-like situation at Delhi's Kalkaji temple after teen dies of electrocution,"<a href=""https://timesofindia.indiatimes.com/city/delhi/stampede-like-situation-at-delhis-kalkaji-temple-after-teen-dies-of-electrocution/articleshow/113922611.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113922611.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 17-year-old boy died due to electrocution at Kalkaji Temple in Delhi, causing a stampede and injuring six others. The incident was triggered by a faulty wire touching an iron railing. Authorities have taken action to restore safety and the temple's operations.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/stampede-like-situation-at-delhis-kalkaji-temple-after-teen-dies-of-electrocution/articleshow/113922611.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113922611.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 17-year-old boy died due to electrocution at Kalkaji Temple in Delhi, causing a stampede and injuring six others. The incident was triggered by a faulty wire touching an iron railing. Authorities have taken action to restore safety and the temple's operations.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/stampede-like-situation-at-delhis-kalkaji-temple-after-teen-dies-of-electrocution/articleshow/113922611.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113922650,imgsize-1491173.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/stampede-like-situation-at-delhis-kalkaji-temple-after-teen-dies-of-electrocution/articleshow/113922611.cms,https://timesofindia.indiatimes.com/city/delhi/stampede-like-situation-at-delhis-kalkaji-temple-after-teen-dies-of-electrocution/articleshow/113922611.cms,False,2024-10-04T07:32:37+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=2, tm_min=2, tm_sec=37, tm_wday=4, tm_yday=278, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
Two minors gun down Unani doctor inside hospital,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Two minors gun down Unani doctor inside hospital,"<a href=""https://timesofindia.indiatimes.com/city/delhi/two-minors-gun-down-unani-doctor-inside-hospital/articleshow/113920888.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113920888.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 50-year-old Unani doctor, Dr. Javed Akhtar, was shot dead inside his cabin at Nima Hospital in South Delhi's Jaitpur Extension by two minors posing as patients. One suspect, detained by police, claimed the killing was motivated by the jealousy of a nurse's husband, who suspected an affair.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"<a href=""https://timesofindia.indiatimes.com/city/delhi/two-minors-gun-down-unani-doctor-inside-hospital/articleshow/113920888.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113920888.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>A 50-year-old Unani doctor, Dr. Javed Akhtar, was shot dead inside his cabin at Nima Hospital in South Delhi's Jaitpur Extension by two minors posing as patients. One suspect, detained by police, claimed the killing was motivated by the jealousy of a nurse's husband, who suspected an affair.",alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/two-minors-gun-down-unani-doctor-inside-hospital/articleshow/113920888.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113921025,imgsize-1356302.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/two-minors-gun-down-unani-doctor-inside-hospital/articleshow/113920888.cms,https://timesofindia.indiatimes.com/city/delhi/two-minors-gun-down-unani-doctor-inside-hospital/articleshow/113920888.cms,False,2024-10-04T04:37:17+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=23, tm_min=7, tm_sec=17, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
"BJP slams Delhi govt over power audit, AAP hits back",text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,"BJP slams Delhi govt over power audit, AAP hits back",,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/bjp-criticizes-delhi-governments-power-audit-amidst-aaps-defense/articleshow/113917041.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113917041,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/bjp-criticizes-delhi-governments-power-audit-amidst-aaps-defense/articleshow/113917041.cms,https://timesofindia.indiatimes.com/city/delhi/bjp-criticizes-delhi-governments-power-audit-amidst-aaps-defense/articleshow/113917041.cms,False,2024-10-03T23:42:57+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=12, tm_sec=57, tm_wday=3, tm_yday=277, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
Mobility card to provide seamless link between Namo Bharat trains and other transport modes,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Mobility card to provide seamless link between Namo Bharat trains and other transport modes,,text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,,alternate,text/html,https://timesofindia.indiatimes.com/city/delhi/seamless-travel-namo-bharat-mobility-card-links-trains-to-all-transport-modes/articleshow/113916984.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113916984,imgsize-.cms",enclosure,https://timesofindia.indiatimes.com/city/delhi/seamless-travel-namo-bharat-mobility-card-links-trains-to-all-transport-modes/articleshow/113916984.cms,https://timesofindia.indiatimes.com/city/delhi/seamless-travel-namo-bharat-mobility-card-links-trains-to-all-transport-modes/articleshow/113916984.cms,False,2024-10-03T23:39:41+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=3, tm_hour=18, tm_min=9, tm_sec=41, tm_wday=3, tm_yday=277, tm_isdst=0)",Priyangi Agarwal,Priyangi Agarwal,Priyangi Agarwal,https://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,Times of India,Delhi,,,,2024-10-04 11:17:11
Three Bengaluru engineering collages get bomb threat,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,Three Bengaluru engineering collages get bomb threat,"<a href=""https://timesofindia.indiatimes.com/city/bengaluru/three-bengaluru-engineering-collages-get-bomb-threat/articleshow/113938241.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113938241.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Three Bengaluru colleges, including BIT, BMSCE, and MSRIT, received bomb threats prompting bomb disposal squads to act. The police have registered a case to trace the threat source. This follows last week's bomb threat at Taj West End Hotel and an August incident at a Whitefield mall.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,"<a href=""https://timesofindia.indiatimes.com/city/bengaluru/three-bengaluru-engineering-collages-get-bomb-threat/articleshow/113938241.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113938241.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Three Bengaluru colleges, including BIT, BMSCE, and MSRIT, received bomb threats prompting bomb disposal squads to act. The police have registered a case to trace the threat source. This follows last week's bomb threat at Taj West End Hotel and an August incident at a Whitefield mall.",alternate,text/html,https://timesofindia.indiatimes.com/city/bengaluru/three-bengaluru-engineering-collages-get-bomb-threat/articleshow/113938241.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113939331,imgsize-936749.cms",enclosure,https://timesofindia.indiatimes.com/city/bengaluru/three-bengaluru-engineering-collages-get-bomb-threat/articleshow/113938241.cms,https://timesofindia.indiatimes.com/city/bengaluru/three-bengaluru-engineering-collages-get-bomb-threat/articleshow/113938241.cms,False,2024-10-04T16:33:09+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=11, tm_min=3, tm_sec=9, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI News Desk,TOI News Desk,TOI News Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,Times of India,Bangalore,,,,2024-10-04 11:17:11
Congress govt targeting Savarkar to divert public attention from MUDA 'scam': BJP,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,Congress govt targeting Savarkar to divert public attention from MUDA 'scam': BJP,"<a href=""https://timesofindia.indiatimes.com/city/bengaluru/congress-govt-targeting-savarkar-to-divert-public-attention-from-muda-scam-bjp/articleshow/113928411.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113928411.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Karnataka BJP president B Y Vijayendra accused the Congress government of targeting nationalist figure Vinayak Damodar Savarkar to distract from the MUDA 'scam' allegations. Vijayendra condemned the Congress' diversion tactics, while Karnataka Health Minister Dinesh Gundu Rao's remarks about Savarkar's dietary habits fueled the controversy. The incident followed an FIR against CM Siddaramaiah concerning MUDA irregularities.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,"<a href=""https://timesofindia.indiatimes.com/city/bengaluru/congress-govt-targeting-savarkar-to-divert-public-attention-from-muda-scam-bjp/articleshow/113928411.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113928411.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Karnataka BJP president B Y Vijayendra accused the Congress government of targeting nationalist figure Vinayak Damodar Savarkar to distract from the MUDA 'scam' allegations. Vijayendra condemned the Congress' diversion tactics, while Karnataka Health Minister Dinesh Gundu Rao's remarks about Savarkar's dietary habits fueled the controversy. The incident followed an FIR against CM Siddaramaiah concerning MUDA irregularities.",alternate,text/html,https://timesofindia.indiatimes.com/city/bengaluru/congress-govt-targeting-savarkar-to-divert-public-attention-from-muda-scam-bjp/articleshow/113928411.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113928529,imgsize-1401392.cms",enclosure,https://timesofindia.indiatimes.com/city/bengaluru/congress-govt-targeting-savarkar-to-divert-public-attention-from-muda-scam-bjp/articleshow/113928411.cms,https://timesofindia.indiatimes.com/city/bengaluru/congress-govt-targeting-savarkar-to-divert-public-attention-from-muda-scam-bjp/articleshow/113928411.cms,False,2024-10-04T11:24:53+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=5, tm_min=54, tm_sec=53, tm_wday=4, tm_yday=278, tm_isdst=0)",TOI City Desk,TOI City Desk,TOI City Desk,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,Times of India,Bangalore,,,,2024-10-04 11:17:11
'Should I respond to allegations made by street dogs?': HD Kumaraswamy after Bengaluru realtor files complaint,text/plain,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,'Should I respond to allegations made by street dogs?': HD Kumaraswamy after Bengaluru realtor files complaint,"<a href=""https://timesofindia.indiatimes.com/city/bengaluru/should-i-respond-to-allegations-made-by-street-dogs-city-realtor-files-complaint-against-hd-kumaraswamy/articleshow/113926337.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113926337.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Bengaluru police have filed an FIR against Union minister HD Kumaraswamy and former MLC Ramesh Gowda after realtor Vijay Tata alleged they demanded Rs 50 crore. Tata, who is associated with JD(S) since 2018, claims he was threatened with dire consequences if he didn't comply. Kumaraswamy dismissed the allegations as baseless.",text/html,en-IN,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,"<a href=""https://timesofindia.indiatimes.com/city/bengaluru/should-i-respond-to-allegations-made-by-street-dogs-city-realtor-files-complaint-against-hd-kumaraswamy/articleshow/113926337.cms""><img align=""left"" border=""0"" hspace=""10"" src=""https://timesofindia.indiatimes.com/photo/113926337.cms"" style=""margin-top: 3px; margin-right: 5px;"" /></a>Bengaluru police have filed an FIR against Union minister HD Kumaraswamy and former MLC Ramesh Gowda after realtor Vijay Tata alleged they demanded Rs 50 crore. Tata, who is associated with JD(S) since 2018, claims he was threatened with dire consequences if he didn't comply. Kumaraswamy dismissed the allegations as baseless.",alternate,text/html,https://timesofindia.indiatimes.com/city/bengaluru/should-i-respond-to-allegations-made-by-street-dogs-city-realtor-files-complaint-against-hd-kumaraswamy/articleshow/113926337.cms,image/jpeg,,"https://static.toiimg.com/photo/msid-113926402,imgsize-48094.cms",enclosure,https://timesofindia.indiatimes.com/city/bengaluru/should-i-respond-to-allegations-made-by-street-dogs-city-realtor-files-complaint-against-hd-kumaraswamy/articleshow/113926337.cms,https://timesofindia.indiatimes.com/city/bengaluru/should-i-respond-to-allegations-made-by-street-dogs-city-realtor-files-complaint-against-hd-kumaraswamy/articleshow/113926337.cms,False,2024-10-04T10:07:06+05:30,"time.struct_time(tm_year=2024, tm_mon=10, tm_mday=4, tm_hour=4, tm_min=37, tm_sec=6, tm_wday=4, tm_yday=278, tm_isdst=0)",,,,https://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,Times of India,Bangalore,,,,2024-10-04 11:17:11
